date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:13:29	69/69	---M-Z	200	added ('OK')	text/plain	date:Tue,%2027%20Aug%202024%2018:13:28%20GMT	https://www.dfnsrl.com/robots.txt		(from )
13:13:29	113949/113949	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Aug%202024%2018:13:29%20GMT	https://www.dfnsrl.com/	C:/Users/Administrator/Desktop/Ezamble/www.dfnsrl.com/index.html	(from )
13:13:29	3277/3277	---MCZ	200	added ('OK')	application/javascript	etag:W/%229cf8e613637e7d34205bce9c483062f1%22	https://cs.iubenda.com/sync/989442.js	C:/Users/Administrator/Desktop/Ezamble/cs.iubenda.com/sync/989442.js	(from https://www.dfnsrl.com/)
13:13:29	77854/77854	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Aug%202024%2018:13:29%20GMT	https://www.dfnsrl.com/ru/	C:/Users/Administrator/Desktop/Ezamble/www.dfnsrl.com/ru/index.html	(from https://www.dfnsrl.com/)
13:13:29	117478/117478	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Aug%202024%2018:13:29%20GMT	https://www.dfnsrl.com/it/	C:/Users/Administrator/Desktop/Ezamble/www.dfnsrl.com/it/index.html	(from https://www.dfnsrl.com/)
13:13:30	732/732	---M-Z	200	added ('OK')	application/rss+xml	etag:%22ae153ed399b723be9c5a5b5f60db6fc7-gzip%22	https://www.dfnsrl.com/comments/feed/	C:/Users/Administrator/Desktop/Ezamble/www.dfnsrl.com/comments/feed/index.html	(from https://www.dfnsrl.com/)
13:13:30	53593/53593	---M-Z	200	added ('OK')	text/css	etag:%2239c0655-d159-60d1bb4088800-gzip%22	https://www.dfnsrl.com/wp-includes/css/dist/block-library/style.min.css?ver=5.4.16	C:/Users/Administrator/Desktop/Ezamble/www.dfnsrl.com/wp-includes/css/dist/block-library/style.mine789.css	(from https://www.dfnsrl.com/)
13:13:30	1920/1920	---M-Z	200	added ('OK')	text/css	etag:%223b20a65-780-60d1b1098ee80-gzip%22	https://www.dfnsrl.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.2.1	C:/Users/Administrator/Desktop/Ezamble/www.dfnsrl.com/wp-content/plugins/contact-form-7/includes/css/styles7752.css	(from https://www.dfnsrl.com/)
13:13:30	83690/83690	---M-Z	200	added ('OK')	application/rss+xml	etag:%22736f01f0d2aaaceca868d874b1e70a2e-gzip%22	https://www.dfnsrl.com/feed/	C:/Users/Administrator/Desktop/Ezamble/www.dfnsrl.com/feed/index.html	(from https://www.dfnsrl.com/)
13:13:30	30060/30060	---M-Z	200	added ('OK')	text/css	etag:%22408108b-756c-60d1b19e54d80-gzip%22	https://www.dfnsrl.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.5.2	C:/Users/Administrator/Desktop/Ezamble/www.dfnsrl.com/wp-content/plugins/revslider/public/assets/css/settings8ab9.css	(from https://www.dfnsrl.com/)
13:13:31	61613/61613	---M-Z	200	added ('OK')	text/css	etag:%2239c0c7a-f0ad-60d1b1b538380-gzip%22	https://www.dfnsrl.com/wp-content/plugins/salient-nectar-slider/css/nectar-slider.css?ver=1.6	C:/Users/Administrator/Desktop/Ezamble/www.dfnsrl.com/wp-content/plugins/salient-nectar-slider/css/nectar-sliderf24c.css	(from https://www.dfnsrl.com/)
13:13:31	226/226	---M-Z	200	added ('OK')	text/css	etag:%224080acf-e2-60d1b1f058f00-gzip%22	http://www.dfnsrl.com/wp-content/plugins/sitepress-multilingual-cms/templates/language-switchers/menu-item/style.css?ver=1	C:/Users/Administrator/Desktop/Ezamble/www.dfnsrl.com/wp-content/plugins/sitepress-multilingual-cms/templates/language-switchers/menu-item/style68b3.css	(from https://www.dfnsrl.com/)
